name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings,model,design,run
claude_d1_08,CCCCCCCCOc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7O,585.8,8.22,99.5,0,7,10,3.63,0.556,0.018,False,0.517,True,True,2,1,claude,1,1
claude_d1_09,CCCCC(CC)Cn1ccc(-c2ccc3ccc4ccc(-c5ccn(CC(CC)CCCC)n5)nc4c3n2)n1,C34H44N6,536.8,8.94,61.4,0,6,14,3.79,0.373,0.0,False,0.5,True,True,0,2,claude,1,1
claude_d1_10,CCCCCCCCn1ccnc1-c1ccc2ccc3ccc(-c4nccn4CCCCCCCC)nc3c2n1,C34H44N6,536.8,9.23,61.4,0,6,16,2.79,0.408,0.0,False,0.5,True,True,0,2,claude,1,1
claude_d1_r2_01,Cc1ccc(-c2nnc(-c3ccc4ccc5ccc(-c6nnc(-c7ccc(C)cc7)c(-c7ccc(C)cc7)n6)nc5c4n3)nc2-c2ccc(C)cc2)cc1,C46H34N8,698.8,10.39,103.1,0,8,6,2.7,0.429,0.0,False,0.0,True,True,2,2,claude,1,2
claude_d1_r2_02,CCC(C)(C)c1ccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c(-c2nccc(C(C)(C)CC)c2-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C42H58N8,675.0,9.92,103.1,0,8,7,4.15,0.379,0.015,False,0.159,True,True,2,2,claude,1,2
claude_d1_r2_03,CCCCC(CC)Cn1cnc(-c2cccc(-c3ncn(CC(CC)CCCC)n3)n2)n1,C25H39N7,437.6,6.03,74.3,0,7,14,3.77,0.38,0.0,False,0.153,True,True,0,1,claude,1,2
claude_d1_r2_04,CCCCC(CC)Cn1c(-c2cccc(-c3nc4ccccc4n3CC(CC)CCCC)n2)nc2ccccc21,C35H45N5,535.8,9.55,48.5,0,5,14,3.51,0.291,0.0,False,0.5,True,True,0,1,claude,1,2
claude_d1_r2_05,CCCCCCn1cc(-c2cccc(-c3cn(CCCCCC)nc3C(C)(C)C)n2)c(C(C)(C)C)n1,C31H49N5,491.8,8.56,48.5,0,5,12,3.02,0.364,0.0,False,0.377,True,True,0,1,claude,1,2
claude_d1_r2_06,CC1(C)CC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CC7(C)C)nc5c4n3)nnc21,C32H34N8,530.7,6.4,103.1,0,8,2,3.58,0.818,0.014,False,0.429,True,True,2,2,claude,1,2
claude_d1_r2_07,CCC1(CC)CCC(C)(C)c2nc(-c3cccc(-c4nnc5c(n4)C(CC)(CC)CCC5(C)C)n3)nnc21,C31H43N7,513.7,7.04,90.2,0,7,6,3.86,0.737,0.019,False,0.457,True,True,2,1,claude,1,2
claude_d1_r2_08,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.634,0.0,False,0.316,True,True,0,2,claude,1,2
claude_d1_r2_09,CCCCCCn1cnc(-c2cccc(-c3cccc(-c4ncn(CCCCCC)n4)n3)n2)n1,C26H34N8,458.6,5.82,87.2,0,8,13,2.87,0.477,0.0,False,0.6,True,True,0,2,claude,1,2
claude_d1_r2_10,CCCCC(CC)Cc1cn(-c2cccc(-n3cc(CC(CC)CCCC)nn3)n2)nn1,C25H39N7,437.6,5.76,74.3,0,7,14,3.75,0.298,0.018,False,0.382,True,True,0,1,claude,1,2
claude_d1_r3_01,CCCCc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc2c1ccc1c(CCCC)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)nc12,C42H54N8,670.9,9.87,103.1,0,8,8,3.79,0.532,0.018,False,0.0,True,True,2,2,claude,1,3
claude_d1_r3_02,CCCc1nnc(-c2cc(-c3ccccc3)c3ccc4c(-c5ccccc5)cc(-c5nnc(CCC)c(CCC)n5)nc4c3n2)nc1CCC,C42H42N8,658.9,9.63,103.1,0,8,12,3.14,0.561,0.0,False,0.386,True,True,2,2,claude,1,3
claude_d1_r3_03,CCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCC)c(CCC)n5)nc4c3n2)nc1CCC,C30H34N8,506.7,6.3,103.1,0,8,10,3.0,0.697,0.0,False,0.571,True,True,2,2,claude,1,3
claude_d1_r3_04,CCCCC(CC)Cn1cc(-c2cccc(-c3cccc(-c4cn(CC(CC)CCCC)nn4)n3)n2)nn1,C30H42N8,514.7,7.09,87.2,0,8,15,3.77,0.375,0.0,False,0.2,True,True,0,2,claude,1,3
claude_d1_r3_05,CCCCCCn1cc(-c2ccc3ccc4ccc(-c5cn(CCCCCC)nn5)nc4c3n2)nn1,C28H34N8,482.6,6.46,87.2,0,8,12,2.81,0.542,0.0,False,0.449,True,True,0,2,claude,1,3
claude_d1_r3_06,CC(C)(C)Cc1cc(-c2ccc3ccc4ccc(-c5cc(CC(C)(C)C)[nH]n5)nc4c3n2)n[nH]1,C28H32N6,452.6,6.74,83.1,2,6,4,3.1,0.714,0.0,False,0.304,True,True,0,2,claude,1,3
claude_d1_r3_07,CCCCCCCCn1cc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nn1,C31H40N8,524.7,6.96,95.2,0,8,10,3.23,0.604,0.016,False,0.519,True,True,1,2,claude,1,3
claude_d1_r3_08,CCCCC(CC)COc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7O,585.8,8.08,99.5,0,7,9,4.21,0.49,0.016,False,0.492,True,True,2,1,claude,1,3
claude_d1_r3_09,CCCCC(CC)Cn1nc(-c2cccc(-c3cccc(-c4cc(C)n(CC(CC)CCCC)n4)n3)n2)cc1C,C34H48N6,540.8,8.92,61.4,0,6,15,3.72,0.327,0.0,False,0.562,True,True,0,2,claude,1,3
claude_d1_r3_10,CCCCC(CC)Cn1cnnc1-c1cccc(-c2nncn2CC(CC)CCCC)n1,C25H39N7,437.6,6.03,74.3,0,7,14,3.78,0.327,0.0,False,0.562,True,True,0,1,claude,1,3
claude_d1_r4_01,CC(C)(C)c1cc(-c2nnc3c(n2)C(C)(C)CC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CC3(C)C)c1,C29H39N7,485.7,6.0,90.2,0,7,2,3.78,0.806,0.015,False,0.0,True,True,2,1,claude,1,4
claude_d1_r4_02,CCCCCCCCOc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7O,585.8,8.22,99.5,0,7,10,3.63,0.556,0.018,False,0.44,True,True,2,1,claude,1,4
claude_d1_r4_03,CCCCc1cc(-c2cc(CCCC)cc(-c3nnc4c(n3)C(C)(C)CCCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCCC3(C)C)c1,C42H58N8,675.0,10.01,103.1,0,8,9,3.71,0.568,0.023,False,0.58,True,True,2,2,claude,1,4
claude_d1_r4_04,CC(C)(C)c1cc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n[nH]1,C23H30N6,390.5,4.97,80.2,1,6,2,3.26,0.674,0.013,False,0.471,True,True,1,1,claude,1,4
claude_d1_r4_05,CC(C)(C)c1cc(-c2cccc(-c3cc(C(C)(C)C)[nH]n3)n2)n[nH]1,C19H25N5,323.4,4.46,70.2,2,5,2,2.86,0.618,0.0,False,0.605,True,True,0,1,claude,1,4
claude_d1_r4_06,CC(C)(C)c1cc(-c2cccc(-c3cccc(-c4cc(C(C)(C)C)[nH]n4)n3)n2)[nH]n1,C24H28N6,400.5,5.52,83.1,2,6,3,2.97,0.488,0.0,False,0.743,True,True,0,2,claude,1,4
claude_d1_r4_07,CC(C)(C)c1ccc(-c2nnc(-c3cccc(-c4nnc(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)n4)n3)nc2-c2ccc(C(C)(C)C)cc2)cc1,C51H55N7,766.0,12.64,90.2,0,7,6,2.84,0.4,0.0,False,0.345,True,True,2,1,claude,1,4
claude_d1_r4_08,CCCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCCC)c(CCCCC)n5)nc4c3n2)nc1CCCCC,C38H50N8,618.9,9.42,103.1,0,8,18,3.05,0.703,0.0,False,0.291,True,True,2,2,claude,1,4
claude_d1_r4_09,CCCc1nnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)cc(-c4nnc(CCC)c(CCC)n4)n3)n2)nc1CCC,C36H50N8,594.9,8.25,103.1,0,8,11,3.24,0.595,0.0,False,0.455,True,True,2,2,claude,1,4
claude_d1_r4_10,CC12CCC(c3nnc(-c4ccc5ccc6ccc(-c7nnc8c(n7)C7(C)CCC8C7(C)C)nc6c5n4)nc31)C2(C)C,C34H34N8,554.7,6.84,103.1,0,8,2,5.52,0.762,0.0,False,0.346,True,True,2,2,claude,1,4
claude_d1_r5_01,CCCCCCn1cc(-c2cccc(-c3cccc(-c4cn(CCCCCC)nn4)n3)n2)nn1,C26H34N8,458.6,5.82,87.2,0,8,13,2.72,0.6,0.0,False,0.0,True,True,0,2,claude,1,5
claude_d1_r5_02,CCCCCCCCn1c(-c2cccc(-c3nc4ccccc4n3CCCCCCCC)n2)nc2ccccc21,C35H45N5,535.8,9.84,48.5,0,5,16,2.47,0.362,0.0,False,0.457,True,True,0,1,claude,1,5
claude_d1_r5_03,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.634,0.0,False,0.19,True,True,0,2,claude,1,5
claude_d1_r5_04,CC(C)(C)c1ccc2nnc(-c3cccc(-c4nnc5ccc(C(C)(C)C)cc5n4)n3)nc2c1,C27H27N7,449.6,5.69,90.2,0,7,2,2.77,0.4,0.0,False,0.245,True,True,2,1,claude,1,5
claude_d1_r5_05,CCCCCCCCn1cc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nn1,C26H37N7,447.6,5.9,82.3,0,7,9,3.12,0.604,0.016,False,0.667,True,True,1,1,claude,1,5
claude_d1_r5_06,CCCCCCc1cc(-c2cccc(-c3cc(CCCCCC)n(C)n3)n2)nn1C,C25H37N5,407.6,6.13,48.5,0,5,12,2.71,0.455,0.0,False,0.477,True,True,0,1,claude,1,5
claude_d1_r5_07,CCCCCCCCn1cc(-c2ccc3ccc4ccc(-c5cn(CCCCCCCC)nn5)nc4c3n2)nn1,C32H42N8,538.7,8.02,87.2,0,8,16,2.81,0.542,0.0,False,0.737,True,True,0,2,claude,1,5
claude_d1_r5_08,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.5,0.0,False,0.705,True,True,0,2,claude,1,5
claude_d1_r5_09,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.618,0.0,False,0.364,True,True,2,2,claude,1,5
claude_d1_r5_10,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n1,C38H56N6O,612.9,9.51,84.8,0,5,17,3.23,0.569,0.015,False,0.571,True,True,1,2,claude,1,5
claude_d2_01,CCCCCCN(C(=O)c1cc(C)c2ccc3c(C)cc(C(=O)N(CCCCCC)c4ccccc4)nc3c2n1)c1ccccc1,C40H46N4O2,614.8,9.85,66.4,0,2,14,2.86,0.588,0.0,False,0.0,True,True,0,2,claude,2,1
claude_d2_02,CCCCC(CC)CN(C(=O)c1cccc(C(=O)N(CC(CC)CCCC)c2ccccc2)n1)c1ccccc1,C35H47N3O2,541.8,8.81,53.5,0,1,16,3.5,0.532,0.0,False,0.439,True,True,0,1,claude,2,1
claude_d2_03,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2nnc(-c3ccccc3)c(-c3ccccc3)n2)n1,C37H47N5O,577.8,9.43,71.9,0,4,18,2.65,0.538,0.0,False,0.381,True,True,1,1,claude,2,1
claude_d2_04,CCCCCCN(C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCC)c3ccccc3)n2)n1)c1ccccc1,C36H42N4O2,562.8,8.6,66.4,0,2,15,2.57,0.707,0.0,False,0.633,True,True,0,2,claude,2,1
claude_d2_05,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,10.15,84.8,0,5,16,3.31,0.615,0.015,False,0.492,True,True,1,2,claude,2,1
claude_d2_06,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n1,C38H56N6O,612.9,9.51,84.8,0,5,17,3.23,0.569,0.015,False,0.746,True,True,1,2,claude,2,1
claude_d2_07,CCCCN(CCCC)C(=O)c1cc(-c2ccccc2)c2ccc3c(-c4ccccc4)cc(C(=O)N(CCCC)CCCC)nc3c2n1,C42H50N4O2,642.9,10.2,66.4,0,2,16,2.8,0.556,0.0,False,0.547,True,True,0,2,claude,2,1
claude_d2_08,CCCCCCCCn1c(-c2cccc(C(=O)N(CCCCCC)CCCCCC)n2)nc2ccccc21,C33H50N4O,518.8,9.06,51.0,0,3,19,2.54,0.556,0.0,False,0.541,True,True,0,1,claude,2,1
claude_d2_09,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)nn2CC(CC)CCCC)n1,C37H64N4O,580.9,10.62,51.0,0,3,22,3.38,0.409,0.0,False,0.466,True,True,0,1,claude,2,1
claude_d2_10,CCCCCCN(C(=O)c1ccc2ccc3c(OCCCC)cc(C(=O)N(CCCCCC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,C44H54N4O3,686.9,11.03,75.6,0,2,18,3.04,0.75,0.015,False,0.567,True,True,0,2,claude,2,1
claude_d2_r2_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,7.71,71.9,0,4,18,3.76,0.51,0.0,False,0.0,True,True,1,1,claude,2,2
claude_d2_r2_02,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C32H40N6O,524.7,7.03,84.8,0,5,8,3.2,0.6,0.015,False,0.351,True,True,1,2,claude,2,2
claude_d2_r2_03,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(-c3nnc(CC)c(CC)n3)n2)n1,C30H42N6O,502.7,6.72,84.8,0,5,15,2.84,0.565,0.0,False,0.548,True,True,1,2,claude,2,2
claude_d2_r2_04,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)[nH]n2)n1,C29H48N4O,468.7,7.64,61.9,1,3,14,3.66,0.404,0.0,False,0.569,True,True,0,1,claude,2,2
claude_d2_r2_05,CCCCCCc1n[nH]c(-c2cccc(C(=O)N(CCCC)CCCC)n2)n1,C22H35N5O,385.6,5.03,74.8,1,4,13,2.61,0.5,0.0,False,0.508,True,True,0,1,claude,2,2
claude_d2_r2_06,CCCCN(CCCC)C(=O)CN(CC(=O)N(CCCC)CCCC)Cc1ccccn1,C26H46N4O2,446.7,4.74,56.8,0,1,18,2.52,0.568,0.0,False,0.302,True,True,0,1,claude,2,2
claude_d2_r2_07,CCCCCCP(=O)(CCCCCC)c1cccc(C(=O)N(CCCC)CCCC)n1,C26H47N2O2P,450.6,7.27,50.3,0,1,18,2.94,0.532,0.0,False,0.509,True,True,0,1,claude,2,2
claude_d2_r2_08,CCCCN(CCCC)C(=O)c1ccc(C)c(-c2nc(C(=O)N(CCCC)CCCC)ccc2C)n1,C30H46N4O2,494.7,6.85,66.4,0,2,15,2.63,0.676,0.0,False,0.5,True,True,0,2,claude,2,2
claude_d2_r2_09,CCCCCCCCn1c(-c2cccc(C(=O)N(CCCC)CCCC)n2)nc2ccccc21,C29H42N4O,462.7,7.5,51.0,0,3,15,2.44,0.527,0.0,False,0.508,True,True,0,1,claude,2,2
claude_d2_r2_10,CCCCCCN(CCN(CCCCCC)C(=O)c1ccccn1)C(=O)c1ccccn1,C26H38N4O2,438.6,5.22,66.4,0,2,15,2.41,0.609,0.0,False,0.51,True,True,0,2,claude,2,2
claude_d2_r3_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CC)c(CC)n2)n1,C29H47N5O,481.7,6.93,71.9,0,4,16,3.71,0.471,0.0,False,0.0,True,True,1,1,claude,2,3
claude_d2_r3_02,CCCCC(CC)CN(C)C(=O)c1ccc2c(C)c(C)c3ccc(C(=O)N(C)CC(CC)CCCC)nc3c2n1,C34H50N4O2,546.8,7.98,66.4,0,2,14,3.8,0.44,0.0,False,0.422,True,True,0,2,claude,2,3
claude_d2_r3_03,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cn(CCCCCCCC)nn2)n1,C32H55N5O,525.8,8.86,63.9,0,4,23,2.66,0.509,0.0,False,0.397,True,True,0,1,claude,2,3
claude_d2_r3_04,CCCCCCCCN(C)C(=O)c1cc(C(C)(C)C)cc(-c2cc(C(C)(C)C)cc(C(=O)N(C)CCCCCCCC)n2)n1,C38H62N4O2,606.9,9.6,66.4,0,2,17,2.91,0.473,0.0,False,0.355,True,True,0,2,claude,2,3
claude_d2_r3_05,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-n2nc(C)cc2C)n1,C27H44N4O,440.7,6.76,51.0,0,3,14,3.46,0.451,0.0,False,0.523,True,True,0,1,claude,2,3
claude_d2_r3_06,CCCCCCCCN(CCCCCCCC)C(=O)Cc1cccc(CC(=O)N(CCCCCCCC)CCCCCCCC)n1,C41H75N3O2,642.1,11.27,53.5,0,1,32,2.6,0.524,0.0,False,0.418,True,True,0,1,claude,2,3
claude_d2_r3_07,CCCCCCCCOc1cc(C(=O)N(C)CC(CC)CCCC)nc(C(=O)N(C)CC(CC)CCCC)c1,C33H59N3O3,545.9,8.4,62.7,0,1,22,3.6,0.536,0.0,False,0.574,True,True,0,1,claude,2,3
claude_d2_r3_08,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(-n4nc(C)cc4C)nc3c2n1,C34H47N5O,541.8,8.75,63.9,0,4,16,2.76,0.667,0.0,False,0.531,True,True,0,2,claude,2,3
claude_d2_r3_09,CCCCCCCCOc1cc(C(=O)N(CCCCCC)CCCCCC)nc(-c2cn(CCCC)nn2)c1,C32H55N5O2,541.8,8.48,73.1,0,4,23,2.76,0.492,0.0,False,0.644,True,True,0,1,claude,2,3
claude_d2_r3_10,CCCCCCCCN(C)C(=O)c1cccc(-c2cccc(-c3nnc(C)c(C)n3)n2)n1,C25H32N6O,432.6,5.04,84.8,0,5,10,2.64,0.45,0.0,False,0.484,True,True,1,2,claude,2,3
claude_d2_r4_01,CCCCC(CC)CN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)c4ccc(C)c(C)c4)nc3c2n1)c1ccc(C)c(C)c1,C46H58N4O2,699.0,11.74,66.4,0,2,16,3.94,0.509,0.0,False,0.0,True,True,0,2,claude,2,4
claude_d2_r4_02,CCCCCCN(CCCCCC)C(=O)c1cc(C)c2ccc3c(C)cc(C(=O)N(CCCCCC)CCCCCC)nc3c2n1,C40H62N4O2,631.0,10.61,66.4,0,2,22,2.85,0.659,0.0,False,0.361,True,True,0,2,claude,2,4
claude_d2_r4_03,CCCCC(CC)CN(C)C(=O)c1cccc(-c2cccc(C(=O)N(C)CC(CC)CCCC)n2)n1,C30H46N4O2,494.7,6.72,66.4,0,2,15,3.56,0.468,0.0,False,0.458,True,True,0,2,claude,2,4
claude_d2_r4_04,CCCCCCCCOc1cc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)c1,C47H87N3O3,742.2,13.57,62.7,0,1,34,4.29,0.518,0.0,False,0.446,True,True,0,1,claude,2,4
claude_d2_r4_05,CCCCC(CC)CN(C)C(=O)c1cc(C(C)(C)C)cc(C(=O)N(C)CC(CC)CCCC)n1,C29H51N3O2,473.7,6.96,53.5,0,1,14,3.64,0.458,0.0,False,0.612,True,True,0,1,claude,2,4
claude_d2_r4_06,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,7.71,71.9,0,4,18,3.76,0.51,0.0,False,0.589,True,True,1,1,claude,2,4
claude_d2_r4_07,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.526,0.014,False,0.529,True,True,1,2,claude,2,4
claude_d2_r4_08,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)n[nH]2)n1,C29H48N4O,468.7,7.64,61.9,1,3,14,3.7,0.397,0.0,False,0.561,True,True,0,1,claude,2,4
claude_d2_r4_09,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)Cc1ccccc1,C43H79N3O2,670.1,11.01,43.9,0,0,30,4.07,0.692,0.0,False,0.453,True,True,0,0,claude,2,4
claude_d2_r4_10,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cn(CC(CC)CCCC)nn2)n1,C32H55N5O,525.8,8.43,63.9,0,4,20,3.94,0.394,0.0,False,0.607,True,True,0,1,claude,2,4
claude_d2_r5_01,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.45,71.9,0,4,16,3.07,0.529,0.016,False,0.0,True,True,1,1,claude,2,5
claude_d2_r5_02,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,7.71,71.9,0,4,18,3.76,0.51,0.0,False,0.456,True,True,1,1,claude,2,5
claude_d2_r5_03,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,10.15,84.8,0,5,16,3.31,0.615,0.015,False,0.772,True,True,1,2,claude,2,5
claude_d2_r5_04,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.5,0.0,False,0.725,True,True,0,2,claude,2,5
claude_d2_r5_05,CCCCCCCCN(CCCCCCCC)C(=O)Cn1cc(-c2cccc(-c3cn(CC(=O)N(CCCCCCCC)CCCCCCCC)nn3)n2)nn1,C45H77N9O2,776.2,10.7,114.9,0,7,34,3.17,0.464,0.0,False,0.4,True,True,0,1,claude,2,5
claude_d2_r5_06,CCCCC(CC)CN(C)C(=O)c1cccc(C(=O)N(C)CC(CC)CCCC)n1,C25H43N3O2,417.6,5.66,53.5,0,1,14,3.41,0.5,0.0,False,0.682,True,True,0,1,claude,2,5
claude_d2_r5_07,CCCCCCCCN(Cc1ccccn1)C(=O)COCC(=O)N(CCCCCCCC)Cc1ccccn1,C32H50N4O3,538.8,6.57,75.6,0,2,22,2.65,0.561,0.0,False,0.367,True,True,0,2,claude,2,5
claude_d2_r5_08,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cc(C(C)(C)C)nn2C)n1,C30H50N4O,482.8,7.94,51.0,0,3,16,2.65,0.474,0.0,False,0.485,True,True,0,1,claude,2,5
claude_d2_r5_09,CCCCCCCCN(CCCCCCCC)C(=O)c1cc(OC)c2ccc3c(OC)cc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,C48H78N4O4,775.2,13.13,84.9,0,2,32,3.02,0.614,0.019,False,0.444,True,True,0,2,claude,2,5
claude_d2_r5_10,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n1,C38H56N6O,612.9,9.51,84.8,0,5,17,3.23,0.569,0.015,False,0.961,True,True,1,2,claude,2,5
claude_d3_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n1,C39H71N3O2,614.0,10.83,53.5,0,1,26,4.04,0.488,0.079,False,0.0,True,True,0,1,claude,3,1
claude_d3_02,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,C46H74N4O2,715.1,13.11,66.4,0,2,30,2.75,0.235,0.083,False,0.426,False,True,0,2,claude,3,1
claude_d3_03,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCC)CCCCCC)n2)n1,C36H58N4O2,578.9,9.35,66.4,0,2,23,2.58,0.362,0.1,False,0.667,True,True,0,2,claude,3,1
claude_d3_04,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,7.71,71.9,0,4,18,3.76,0.51,0.137,False,0.667,True,True,1,1,claude,3,1
claude_d3_05,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.45,71.9,0,4,16,3.07,0.529,0.164,False,0.64,True,True,1,1,claude,3,1
claude_d3_06,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cc(CC(C)(C)C)n(C)n2)n1,C27H44N4O,440.7,6.67,51.0,0,3,13,2.71,0.295,0.127,False,0.66,True,True,0,1,claude,3,1
claude_d3_07,CCCCCCCCN(CCCCCCCC)C(=O)CN1CCN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC1,C40H80N4O2,649.1,9.7,47.1,0,0,32,2.39,0.302,0.032,False,0.372,True,True,0,0,claude,3,1
claude_d3_08,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2c(C)c(C)c3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C48H78N4O2,743.2,13.15,66.4,0,2,26,4.4,0.429,0.072,False,0.689,True,True,0,2,claude,3,1
claude_d3_09,CCCCCCCCn1cc(-c2cccc(C(=O)N(CCCCCC)CCCCCC)n2)nn1,C28H47N5O,469.7,7.3,63.9,0,4,19,2.58,0.305,0.097,False,0.717,True,True,0,1,claude,3,1
claude_d3_10,CCCCCCCCN(C(=O)c1cccc(C(=O)N(CCCCCCCC)c2ccccc2)n1)c1ccccc1,C35H47N3O2,541.8,9.1,53.5,0,1,18,2.42,0.269,0.097,False,0.581,True,True,0,1,claude,3,1
